,@id,@name,@type,FIPScounty,bathrooms,bedrooms,city,finishedSqFt,lastSoldDate,lastSoldPrice,latitude,links,longitude,lotSizeSqFt,state,street,taxAssessment,taxAssessmentYear,totalRooms,useCode,yearBuilt,zestimate,zindexValue,zipcode,zpid,cluster
0,343869,Northeast Raleigh,neighborhood,37183.0,3.0,4.0,Raleigh,1773.0,12/1/1989,102500.0,35.807071,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/Northeast-Raleigh/r_343869/', 'forSaleByOwner': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/'}",-78.580896,8276.0,NC,2004 Carthage Cir,159269.0,2018.0,7.0,SingleFamily,1989.0,224901.0,"171,900",27604,6504197,48
1,54047,Raleigh,city,37183.0,4.0,3.0,Raleigh,4617.0,5/16/2003,575000.0,35.919808,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/r_54047/', 'forSaleByOwner': 'http://www.zillow.com/raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/raleigh-nc/'}",-78.656643,223027.0,NC,9924 Waterview Rd,618168.0,2018.0,12.0,SingleFamily,1994.0,869696.0,"221,100",27615,6483992,41
2,270318,North Raleigh,neighborhood,37183.0,3.0,4.0,Raleigh,3066.0,5/27/2004,364000.0,35.927906,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/North-Raleigh/r_270318/', 'forSaleByOwner': 'http://www.zillow.com/north-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/north-raleigh-raleigh-nc/'}",-78.573316,6534.0,NC,2047 Hornbeck Ct,435002.0,2018.0,14.0,SingleFamily,2003.0,469902.0,"270,100",27614,65332699,60
3,343864,West Raleigh,neighborhood,37183.0,3.0,4.0,Raleigh,2979.0,7/31/2007,381500.0,35.782637,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/West-Raleigh/r_343864/', 'forSaleByOwner': 'http://www.zillow.com/west-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/west-raleigh-raleigh-nc/'}",-78.71091899999999,29185.0,NC,4404 Driftwood Dr,343669.0,2018.0,8.0,SingleFamily,1974.0,442602.0,"173,400",27606,6382773,18
4,270318,North Raleigh,neighborhood,37183.0,4.0,4.0,Raleigh,4977.0,7/8/2014,665000.0,35.895334999999996,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/North-Raleigh/r_270318/', 'forSaleByOwner': 'http://www.zillow.com/north-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/north-raleigh-raleigh-nc/'}",-78.628509,27878.0,NC,421 Chatterson Dr,673517.0,2018.0,8.0,SingleFamily,1997.0,760869.0,"270,100",27615,6551268,19
5,270318,North Raleigh,neighborhood,,,3.0,Raleigh,1700.0,,,35.922899,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/North-Raleigh/r_270318/', 'forSaleByOwner': 'http://www.zillow.com/north-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/north-raleigh-raleigh-nc/'}",-78.567458,,NC,2224 Valley Edge Dr,,,,SingleFamily,2009.0,190001.0,"270,100",27614,2108925721,60
6,54047,Raleigh,city,37183.0,3.0,4.0,Raleigh,3342.0,5/8/2019,495190.0,35.916364,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/r_54047/', 'forSaleByOwner': 'http://www.zillow.com/raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/raleigh-nc/'}",-78.751927,6534.0,NC,8804 Moss Glen Dr,,2018.0,,SingleFamily,,629767.0,"221,100",27617,248755442,23
7,54047,Raleigh,city,37183.0,3.0,3.0,Raleigh,4377.0,3/10/1997,296500.0,35.709951000000004,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/r_54047/', 'forSaleByOwner': 'http://www.zillow.com/raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/raleigh-nc/'}",-78.756512,146797.0,NC,2429 Kirks Ridge Dr,1190070.0,2018.0,7.0,SingleFamily,1989.0,1146960.0,"221,100",27606,50100483,25
8,343869,Northeast Raleigh,neighborhood,37183.0,3.0,3.0,Raleigh,1400.0,8/9/1985,75500.0,35.881370000000004,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/Northeast-Raleigh/r_343869/', 'forSaleByOwner': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/'}",-78.568844,6534.0,NC,7209 S Thorncliff Pl,119884.0,2018.0,6.0,SingleFamily,1985.0,169994.0,"171,900",27616,6479215,61
9,54047,Raleigh,city,37183.0,3.0,4.0,Raleigh,3025.0,7/26/2016,329258.0,35.659963,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/r_54047/', 'forSaleByOwner': 'http://www.zillow.com/raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/raleigh-nc/'}",-78.69879399999999,6098.0,NC,2031 Ernesto Ln,297739.0,2018.0,,SingleFamily,2016.0,348225.0,"221,100",27603,133699414,6
10,270318,North Raleigh,neighborhood,37183.0,,4.0,Raleigh,2526.0,11/9/2007,275000.0,35.890321,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/North-Raleigh/r_270318/', 'forSaleByOwner': 'http://www.zillow.com/north-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/north-raleigh-raleigh-nc/'}",-78.596393,11761.0,NC,7844 Harps Mill Woods Run,266997.0,2018.0,9.0,SingleFamily,1999.0,325849.0,"270,100",27615,6551984,19
11,343869,Northeast Raleigh,neighborhood,37183.0,3.0,3.0,Raleigh,1232.0,8/12/2019,117500.0,35.847735,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/Northeast-Raleigh/r_343869/', 'forSaleByOwner': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/'}",-78.556164,6970.0,NC,5619 Marthonna Way,129945.0,2018.0,6.0,SingleFamily,1999.0,185649.0,"171,900",27616,50103189,4
12,343867,East Raleigh,neighborhood,37183.0,1.0,2.0,Raleigh,1088.0,4/9/2013,145000.0,35.800107000000004,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/East-Raleigh/r_343867/', 'forSaleByOwner': 'http://www.zillow.com/east-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/east-raleigh-raleigh-nc/'}",-78.621153,8276.0,NC,202 Myers Ave,175712.0,2018.0,5.0,SingleFamily,1948.0,275001.0,"146,700",27604,6397365,55
13,343869,Northeast Raleigh,neighborhood,37183.0,3.0,5.0,Raleigh,2648.0,2/1/2012,227500.0,35.894202,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/Northeast-Raleigh/r_343869/', 'forSaleByOwner': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/'}",-78.517049,11325.0,NC,4201 Kellett Ln,238471.0,2018.0,12.0,SingleFamily,2012.0,300001.0,"171,900",27616,114329944,21
14,54047,Raleigh,city,37183.0,3.0,4.0,Raleigh,2335.0,2/25/2016,248500.0,35.665623,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/r_54047/', 'forSaleByOwner': 'http://www.zillow.com/raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/raleigh-nc/'}",-78.665859,10890.0,NC,307 Competition Rd,242795.0,2018.0,7.0,SingleFamily,2001.0,290001.0,"221,100",27603,50114231,6
15,343876,South Raleigh,neighborhood,37183.0,3.0,3.0,Raleigh,1745.0,3/30/2001,132000.0,35.757114,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/South-Raleigh/r_343876/', 'forSaleByOwner': 'http://www.zillow.com/south-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/south-raleigh-raleigh-nc/'}",-78.58694200000001,6534.0,NC,1432 Noble Creek Ln,146342.0,2018.0,,SingleFamily,2001.0,205500.0,"147,400",27610,53459954,53
16,184194,Six Forks,neighborhood,37183.0,3.0,4.0,Raleigh,2460.0,12/21/2018,345000.0,35.836892999999996,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/Six-Forks/r_184194/', 'forSaleByOwner': 'http://www.zillow.com/six-forks-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/six-forks-raleigh-nc/'}",-78.653293,43560.0,NC,751 Currituck Dr,311323.0,2018.0,13.0,SingleFamily,1960.0,639762.0,"391,700",27609,6407643,47
17,343876,South Raleigh,neighborhood,37183.0,2.0,4.0,Raleigh,2310.0,11/14/2017,142500.0,35.739273,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/South-Raleigh/r_343876/', 'forSaleByOwner': 'http://www.zillow.com/south-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/south-raleigh-raleigh-nc/'}",-78.620133,16552.0,NC,2916 Sylvester St,102129.0,2018.0,5.0,SingleFamily,1981.0,188259.0,"147,400",27610,6465083,3
18,343869,Northeast Raleigh,neighborhood,37183.0,3.0,3.0,Raleigh,1407.0,1/31/2018,179000.0,35.900121999999996,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/Northeast-Raleigh/r_343869/', 'forSaleByOwner': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/'}",-78.554435,871.0,NC,8956 Commons Townes Dr,30000.0,2018.0,,SingleFamily,2018.0,193078.0,"171,900",27616,215491713,61
19,270325,Southeast Raleigh,neighborhood,37183.0,3.0,4.0,Raleigh,2355.0,9/26/2016,184000.0,35.736311,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/Southeast-Raleigh/r_270325/', 'forSaleByOwner': 'http://www.zillow.com/southeast-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/southeast-raleigh-raleigh-nc/'}",-78.531824,10018.0,NC,6502 Guard Hill Dr,168676.0,2018.0,,SingleFamily,2008.0,229901.0,"149,300",27610,88949718,27
20,343875,South Central,neighborhood,37183.0,2.0,3.0,Raleigh,1473.0,8/1/2019,150000.0,35.771609000000005,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/South-Central/r_343875/', 'forSaleByOwner': 'http://www.zillow.com/south-central-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/south-central-raleigh-nc/'}",-78.622056,4791.0,NC,621 Coleman St,91951.0,2018.0,6.0,SingleFamily,1956.0,360804.0,"115,400",27610,6413147,3
21,343862,Five Points,neighborhood,37183.0,4.0,4.0,Raleigh,3000.0,2/13/2017,256000.0,35.803013,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/Five-Points/r_343862/', 'forSaleByOwner': 'http://www.zillow.com/five-points-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/five-points-raleigh-nc/'}",-78.638336,7405.0,NC,1633 Bickett Blvd,261360.0,2018.0,6.0,SingleFamily,2019.0,825003.0,"411,300",27608,6413482,55
22,270318,North Raleigh,neighborhood,37183.0,4.0,5.0,Raleigh,3184.0,1/23/1995,245500.0,35.895115000000004,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/North-Raleigh/r_270318/', 'forSaleByOwner': 'http://www.zillow.com/north-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/north-raleigh-raleigh-nc/'}",-78.58285699999999,12196.0,NC,8512 Bluff Pointe Ct,325739.0,2018.0,10.0,SingleFamily,1994.0,410003.0,"270,100",27615,6540426,19
23,343868,Northwest Raleigh,neighborhood,37183.0,5.0,5.0,Raleigh,4918.0,4/30/2014,760000.0,35.828096,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/Northwest-Raleigh/r_343868/', 'forSaleByOwner': 'http://www.zillow.com/northwest-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/northwest-raleigh-raleigh-nc/'}",-78.715909,13939.0,NC,4425 Harbourgate Dr,773558.0,2018.0,12.0,SingleFamily,2006.0,844749.0,"276,500",27612,68317275,40
24,343864,West Raleigh,neighborhood,37183.0,3.0,3.0,Raleigh,2469.0,9/22/2016,31000.0,35.750059,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/West-Raleigh/r_343864/', 'forSaleByOwner': 'http://www.zillow.com/west-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/west-raleigh-raleigh-nc/'}",-78.73219399999999,8712.0,NC,5527 Southern Cross Ave,278873.0,2018.0,8.0,SingleFamily,1998.0,349002.0,"173,400",27606,50106985,28
25,343869,Northeast Raleigh,neighborhood,37183.0,3.0,5.0,Raleigh,3006.0,3/5/2012,210500.0,35.846474,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/Northeast-Raleigh/r_343869/', 'forSaleByOwner': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/'}",-78.539275,6969.0,NC,6240 Amber Bluffs Cres,249805.0,2018.0,,SingleFamily,2006.0,299900.0,"171,900",27616,80197388,4
26,270318,North Raleigh,neighborhood,37183.0,4.0,5.0,Raleigh,4135.0,2/22/2011,344500.0,35.938078000000004,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/North-Raleigh/r_270318/', 'forSaleByOwner': 'http://www.zillow.com/north-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/north-raleigh-raleigh-nc/'}",-78.55386800000001,10890.0,NC,2920 Chatelaine Pl,369694.0,2018.0,14.0,SingleFamily,2005.0,405000.0,"270,100",27614,67555301,34
27,343865,Mordecai,neighborhood,37183.0,2.0,3.0,Raleigh,1424.0,11/30/1975,21000.0,35.795906,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/Mordecai/r_343865/', 'forSaleByOwner': 'http://www.zillow.com/mordecai-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/mordecai-raleigh-nc/'}",-78.631378,7840.0,NC,1226 Mordecai Dr,280352.0,2018.0,5.0,SingleFamily,1946.0,539724.0,"315,400",27604,6401120,55
28,343870,Falls of Neuse,neighborhood,37183.0,2.0,4.0,Raleigh,1656.0,7/11/2019,229000.0,35.847724,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/Falls-of-Neuse/r_343870/', 'forSaleByOwner': 'http://www.zillow.com/falls-of-neuse-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/falls-of-neuse-raleigh-nc/'}",-78.631536,13503.0,NC,4708 Sweetbriar Dr,221056.0,2018.0,7.0,SingleFamily,1967.0,399901.0,"295,500",27609,6407342,32
29,343862,Five Points,neighborhood,37183.0,3.0,4.0,Raleigh,3193.0,12/11/2014,216000.0,35.810704,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/Five-Points/r_343862/', 'forSaleByOwner': 'http://www.zillow.com/five-points-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/five-points-raleigh-nc/'}",-78.62785600000001,9147.0,NC,712 Mial St,676811.0,2018.0,5.0,SingleFamily,2017.0,800000.0,"411,300",27608,6428327,55
30,343867,East Raleigh,neighborhood,37183.0,2.0,2.0,Raleigh,1405.0,12/5/2018,250000.0,35.800948,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/East-Raleigh/r_343867/', 'forSaleByOwner': 'http://www.zillow.com/east-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/east-raleigh-raleigh-nc/'}",-78.620903,10018.0,NC,113 Dennis Ave,193729.0,2018.0,6.0,SingleFamily,1948.0,425001.0,"146,700",27604,6384051,55
31,343869,Northeast Raleigh,neighborhood,37183.0,2.0,3.0,Raleigh,1204.0,8/29/2005,126500.0,35.812734000000006,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/Northeast-Raleigh/r_343869/', 'forSaleByOwner': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/'}",-78.582186,8276.0,NC,3331 Planet Dr,123344.0,2018.0,,SingleFamily,1999.0,185901.0,"171,900",27604,50109187,48
32,343864,West Raleigh,neighborhood,37183.0,3.0,4.0,Raleigh,3249.0,8/28/2013,423000.0,35.80897,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/West-Raleigh/r_343864/', 'forSaleByOwner': 'http://www.zillow.com/west-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/west-raleigh-raleigh-nc/'}",-78.736213,4356.0,NC,1404 Van Page Blvd,428469.0,2018.0,,SingleFamily,2011.0,499902.0,"173,400",27607,113225864,18
33,270318,North Raleigh,neighborhood,37183.0,6.0,5.0,Raleigh,4911.0,7/16/2014,819000.0,35.909288000000004,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/North-Raleigh/r_270318/', 'forSaleByOwner': 'http://www.zillow.com/north-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/north-raleigh-raleigh-nc/'}",-78.67323499999999,33976.0,NC,9509 Swepstone Ln,847755.0,2018.0,14.0,SingleFamily,2002.0,882324.0,"270,100",27615,53456198,41
34,343869,Northeast Raleigh,neighborhood,37183.0,3.0,3.0,Raleigh,1828.0,11/24/1998,125000.0,35.874297999999996,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/Northeast-Raleigh/r_343869/', 'forSaleByOwner': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/'}",-78.550756,10018.0,NC,6911 Havenwood Dr,167040.0,2018.0,,SingleFamily,1998.0,219901.0,"171,900",27616,6564483,61
35,343867,East Raleigh,neighborhood,37183.0,2.0,4.0,Raleigh,1716.0,3/22/2016,84000.0,35.800011,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/East-Raleigh/r_343867/', 'forSaleByOwner': 'http://www.zillow.com/east-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/east-raleigh-raleigh-nc/'}",-78.60070999999999,10890.0,NC,1416 Crabtree Blvd,150836.0,2018.0,8.0,SingleFamily,1967.0,249901.0,"146,700",27610,6381686,53
36,54047,Raleigh,city,37183.0,4.0,4.0,Raleigh,3726.0,12/30/2004,615000.0,35.942739,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/r_54047/', 'forSaleByOwner': 'http://www.zillow.com/raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/raleigh-nc/'}",-78.687844,43995.0,NC,5621 Greenevers Dr,537207.0,2018.0,,SingleFamily,2004.0,654816.0,"221,100",27613,67553276,56
37,270318,North Raleigh,neighborhood,37183.0,3.0,4.0,Raleigh,2589.0,10/3/2014,337000.0,35.913404,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/North-Raleigh/r_270318/', 'forSaleByOwner': 'http://www.zillow.com/north-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/north-raleigh-raleigh-nc/'}",-78.58115699999999,14374.0,NC,10301 Sorrills Creek Ln,336663.0,2018.0,10.0,SingleFamily,1999.0,395000.0,"270,100",27614,6559556,60
38,343867,East Raleigh,neighborhood,37183.0,2.0,3.0,Raleigh,1386.0,12/27/2018,160000.0,35.786851,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/East-Raleigh/r_343867/', 'forSaleByOwner': 'http://www.zillow.com/east-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/east-raleigh-raleigh-nc/'}",-78.613022,15246.0,NC,421 Colleton Rd,125343.0,2018.0,5.0,SingleFamily,1951.0,370476.0,"146,700",27610,6380910,53
39,54047,Raleigh,city,37183.0,4.0,4.0,Raleigh,3917.0,3/8/2013,427000.0,35.723929,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/r_54047/', 'forSaleByOwner': 'http://www.zillow.com/raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/raleigh-nc/'}",-78.454965,43560.0,NC,5005 White Leaf Ct,480674.0,2018.0,,SingleFamily,2013.0,545826.0,"221,100",27610,119341831,27
40,343869,Northeast Raleigh,neighborhood,37183.0,3.0,3.0,Raleigh,2512.0,5/27/2014,282000.0,35.83661,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/Northeast-Raleigh/r_343869/', 'forSaleByOwner': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/'}",-78.55591,16552.0,NC,4237 Brintons Cottage St,261830.0,2018.0,,SingleFamily,2013.0,360000.0,"171,900",27616,122279629,4
41,343869,Northeast Raleigh,neighborhood,37183.0,1.0,1.0,Raleigh,714.0,6/14/2016,89000.0,35.811674,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/Northeast-Raleigh/r_343869/', 'forSaleByOwner': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/'}",-78.536312,2613.0,NC,2235 Whistling Straits Way,74768.0,2018.0,3.0,SingleFamily,2004.0,115000.0,"171,900",27604,65333136,42
42,343868,Northwest Raleigh,neighborhood,37183.0,3.0,4.0,Raleigh,2080.0,10/15/2014,240000.0,35.922534999999996,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/Northwest-Raleigh/r_343868/', 'forSaleByOwner': 'http://www.zillow.com/northwest-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/northwest-raleigh-raleigh-nc/'}",-78.741872,3920.0,NC,4904 Morning Edge Dr,229598.0,2018.0,10.0,SingleFamily,2000.0,300001.0,"276,500",27613,53458575,23
43,54047,Raleigh,city,37183.0,3.0,4.0,Raleigh,3316.0,6/30/2016,399000.0,35.711374,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/r_54047/', 'forSaleByOwner': 'http://www.zillow.com/raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/raleigh-nc/'}",-78.69162,57063.0,NC,4913 Kundinger Ct,367185.0,2018.0,9.0,SingleFamily,1988.0,475240.0,"221,100",27606,6487286,54
44,54047,Raleigh,city,37183.0,8.0,5.0,Raleigh,8368.0,10/12/2012,145000.0,35.946615,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/r_54047/', 'forSaleByOwner': 'http://www.zillow.com/raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/raleigh-nc/'}",-78.66753800000001,53578.0,NC,6084 Charleycote Dr,1425927.0,2018.0,,SingleFamily,2014.0,1376100.0,"221,100",27614,125276879,15
45,54047,Raleigh,city,37183.0,2.5,3.0,Raleigh,2545.0,10/2/2019,278000.0,35.624746,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/r_54047/', 'forSaleByOwner': 'http://www.zillow.com/raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/raleigh-nc/'}",-78.684055,35283.0,NC,2925 Deep Glen Ct,235624.0,2018.0,,SingleFamily,2005.0,281877.0,"221,100",27603,68319457,36
46,343868,Northwest Raleigh,neighborhood,37183.0,3.0,4.0,Raleigh,2559.0,3/29/2004,305000.0,35.876063,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/Northwest-Raleigh/r_343868/', 'forSaleByOwner': 'http://www.zillow.com/northwest-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/northwest-raleigh-raleigh-nc/'}",-78.737205,13068.0,NC,7925 Looking Glass Ct,355434.0,2018.0,9.0,SingleFamily,1994.0,439602.0,"276,500",27612,6531798,31
47,270318,North Raleigh,neighborhood,37183.0,3.0,3.0,Raleigh,1735.0,8/27/2015,243900.0,35.898831,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/North-Raleigh/r_270318/', 'forSaleByOwner': 'http://www.zillow.com/north-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/north-raleigh-raleigh-nc/'}",-78.576714,13068.0,NC,9705 Dansington Ct,217012.0,2018.0,6.0,SingleFamily,1990.0,285901.0,"270,100",27615,6513718,60
48,270318,North Raleigh,neighborhood,37183.0,3.0,3.0,Raleigh,1741.0,3/31/1983,77000.0,35.885490999999995,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/North-Raleigh/r_270318/', 'forSaleByOwner': 'http://www.zillow.com/north-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/north-raleigh-raleigh-nc/'}",-78.66528000000001,11761.0,NC,7705 Valley Run Dr,235008.0,2018.0,6.0,SingleFamily,1983.0,320001.0,"270,100",27615,6467318,0
49,54047,Raleigh,city,,3.0,4.0,Raleigh,3280.0,,,35.982828000000005,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/r_54047/', 'forSaleByOwner': 'http://www.zillow.com/raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/raleigh-nc/'}",-78.67044200000001,25047.0,NC,12328 Marsh Field Dr LOT 33,,,,SingleFamily,,620352.0,"221,100",27614,2082335200,15
50,343875,South Central,neighborhood,37183.0,1.0,2.0,Raleigh,649.0,8/19/2019,85000.0,35.76854,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/South-Central/r_343875/', 'forSaleByOwner': 'http://www.zillow.com/south-central-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/south-central-raleigh-nc/'}",-78.620214,3920.0,NC,1128 Upchurch St,59468.0,2018.0,5.0,SingleFamily,1968.0,131422.0,"115,400",27610,6392346,3
51,343875,South Central,neighborhood,37183.0,1.0,2.0,Raleigh,637.0,8/19/2019,85000.0,35.768999,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/South-Central/r_343875/', 'forSaleByOwner': 'http://www.zillow.com/south-central-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/south-central-raleigh-nc/'}",-78.620846,5227.0,NC,1111 Upchurch St,61818.0,2018.0,4.0,SingleFamily,1967.0,131671.0,"115,400",27610,6392357,3
52,54047,Raleigh,city,37183.0,3.0,4.0,Raleigh,3861.0,9/30/2019,460000.0,35.915333000000004,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/r_54047/', 'forSaleByOwner': 'http://www.zillow.com/raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/raleigh-nc/'}",-78.669302,41382.0,NC,701 Lanham Pl,475394.0,2018.0,15.0,SingleFamily,1981.0,468900.0,"221,100",27615,6464005,41
53,54047,Raleigh,city,37183.0,4.0,4.0,Raleigh,4225.0,8/10/2018,685000.0,35.665252,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/r_54047/', 'forSaleByOwner': 'http://www.zillow.com/raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/raleigh-nc/'}",-78.708742,26136.0,NC,3745 Westbury Lake Dr,537831.0,2018.0,10.0,SingleFamily,2005.0,699902.0,"221,100",27603,65343339,6
54,343869,Northeast Raleigh,neighborhood,37183.0,3.0,3.0,Raleigh,1378.0,8/4/2000,124000.0,35.807864,"{'overview': 'http://www.zillow.com/local-info/NC-Raleigh/Northeast-Raleigh/r_343869/', 'forSaleByOwner': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/fsbo/', 'forSale': 'http://www.zillow.com/northeast-raleigh-raleigh-nc/'}",-78.558429,5662.0,NC,4500 Liverpool Ln,149065.0,2018.0,5.0,SingleFamily,1989.0,185001.0,"171,900",27604,6505964,42
